$cid,CCTVID,LinkID,LookingViews_bearing,LookingViews_image,VideoStreamURL,VideoImageURL,ImageRefreshRate,LocationType,PositionLon,PositionLat,RoadID,RoadName,RoadClass,RoadDirection,RoadSection_Start,RoadSection_End,LocationMile,LayoutMapURL,SubAuthorityCode,Version
855,CCTV-N3-S-219.08-M,0000300021900M,,,,,,0,120.6518,23.990717,000030,國道3號,0,0,草屯交流道,中興系統交流道,219K+080,,NFB-CR,
856,CCTV-N3-S-233.79-M,0000300023300M,,,,,,0,120.709145,23.8823,000030,國道3號,0,0,南投服務區,名間交流道,233K+790,,NFB-CR,
857,CCTV-N3-S-235.64-M,0000300023500M,,,,,,0,120.70313,23.864994,000030,國道3號,0,0,南投服務區,名間交流道,235K+640,,NFB-CR,
858,CCTV-N3-S-236.966-M,0000300023700M,,,,,,0,120.7027,23.851545,000030,國道3號,0,0,名間交流道,竹山交流道,236K+966,,NFB-CR,
859,CCTV-N3-S-238.414-M,0000300023800M,,,,,,0,120.70534,23.840532,000030,國道3號,0,0,名間交流道,竹山交流道,238K+414,,NFB-CR,
860,CCTV-N3-S-240.541-M,0000300024000M,,,,,,0,120.70689,23.82358,000030,國道3號,0,0,名間交流道,竹山交流道,240K+541,,NFB-CR,
861,CCTV-N3-S-242.818-M,0000300024300M,,,,,,0,120.69804,23.80387,000030,國道3號,0,0,名間交流道,竹山交流道,242K+818,,NFB-CR,
862,CCTV-N3-S-247.8-M,0000300024700M,,,,,,0,120.68323,23.778044,000030,國道3號,0,0,竹山交流道,南雲交流道,247K+800,,NFB-CR,
863,CCTV-N3-S-251.5-M,0000300025150P,,,,,,0,120.647575,23.774193,000030,國道3號,0,0,南雲交流道,斗六交流道,251K+500,,NFB-CR,
864,CCTV-N3-S-254.01-M,0000300025400P,,,,,,0,120.6232,23.776146,000030,國道3號,0,0,南雲交流道,斗六交流道,254K+010,,NFB-CR,
865,CCTV-N3-S-254.9-M,0000300025400P,,,,,,0,120.61467,23.775043,000030,國道3號,0,0,南雲交流道,斗六交流道,254K+900,,NFB-CR,
866,CCTV-N3-S-258.475-M,0000300025800P,,,,,,0,120.59347,23.748476,000030,國道3號,0,0,南雲交流道,斗六交流道,258K+475,,NFB-CR,
867,CCTV-N3-S-260.165-M,0000300026000P,,,,,,0,120.59449,23.733982,000030,國道3號,0,0,南雲交流道,斗六交流道,260K+165,,NFB-CR,
868,CCTV-N3-S-263.76-M,0000300026400P,,,,,,0,120.603226,23.703442,000030,國道3號,0,0,,,263K+760,,NFB-CR,
869,CCTV-N3-S-266.324-M,0000300026600P,,,,,,0,120.59177,23.68358,000030,國道3號,0,0,,,266K+324,,NFB-CR,
870,CCTV-N3-S-270.16-M,0000300027000P,,,,,,0,120.57214,23.655954,000030,國道3號,0,0,,,270K+160,,NFB-SR,
871,CCTV-N3-S-271.905-M,0000300027100P,,,,,,0,120.572586,23.642529,000030,國道3號,0,0,,,271K+905,,NFB-SR,
872,CCTV-N3-S-272.68-M,0000300027200P,,,,,,0,120.57011,23.63357,000030,國道3號,0,0,,,272K+680,,NFB-SR,
873,CCTV-N3-S-275.5-M,0000300027500P,,,,,,0,120.55238,23.614204,000030,國道3號,0,0,,,275K+500,,NFB-SR,
874,CCTV-N3-S-277.03-M,0000300027700P,,,,,,0,120.53918,23.609377,000030,國道3號,0,0,古坑服務區,梅山交流道,277K+030,,NFB-SR,
875,CCTV-N3-S-277.905-M,,,,,,,0,120.05311,23.060616,,,,,古坑服務區,梅山交流道,277K+905,,NFB-SR,
876,CCTV-N3-S-278.7-M,0000300027880Q,,,,,,0,120.525795,23.600805,000030,國道3號,0,0,古坑服務區,梅山交流道,278K+700,,NFB-SR,
877,CCTV-N3-S-279-M,,,,,,,0,120.52088,23.596312,,,,,古坑服務區,梅山交流道,279K+000,,NFB-SR,
878,CCTV-N3-S-281.85-M,0000300028200Q,,,,,,0,120.50821,23.577778,000030,國道3號,0,0,梅山交流道,竹崎交流道,281K+850,,NFB-SR,
879,CCTV-N3-S-283.4-M,0000300028300Q,,,,,,0,120.504944,23.564165,000030,國道3號,0,0,梅山交流道,竹崎交流道,283K+400,,NFB-SR,
880,CCTV-N3-S-286.5-M,0000300028600Q,,,,,,0,120.49599,23.539394,000030,國道3號,0,0,梅山交流道,竹崎交流道,286K+500,,NFB-SR,
881,CCTV-N3-S-287.995-M,,,,,,,0,120.04867,23.052896,,,,,梅山交流道,竹崎交流道,287K+995,,NFB-SR,
882,CCTV-N3-S-289.805-M,,,,,,,0,120.04858,23.05127,,,,,梅山交流道,竹崎交流道,289K+805,,NFB-SR,
883,CCTV-N3-S-290.915-M,0000300029000Q,,,,,,0,120.48911,23.50631,000030,國道3號,0,0,竹崎交流道,中埔交流道,290K+915,,NFB-SR,
884,CCTV-N3-S-292.735-M,0000300029210Q,,,,,,0,120.4946,23.490965,000030,國道3號,0,0,竹崎交流道,中埔交流道,292K+735,,NFB-SR,
885,CCTV-N3-S-292.755-M,0000300029210Q,,,,,,0,120.494644,23.49079,000030,國道3號,0,0,竹崎交流道,中埔交流道,292K+755,,NFB-SR,
886,CCTV-N3-S-292.885-M,0000300029320I,,,,,,0,120.49625,23.48701,000030,國道3號,0,0,竹崎交流道,中埔交流道,292K+885,,NFB-SR,
887,CCTV-N3-S-293.085-M,0000300029320I,,,,,,0,120.49717,23.48558,000030,國道3號,0,0,竹崎交流道,中埔交流道,293K+085,,NFB-SR,
888,CCTV-N3-S-293.285-M,0000300029320I,,,,,,0,120.49805,23.4838,000030,國道3號,0,0,竹崎交流道,中埔交流道,293K+285,,NFB-SR,
889,CCTV-N3-S-293.485-M,0000300029320I,,,,,,0,120.49876,23.4823,000030,國道3號,0,0,竹崎交流道,中埔交流道,293K+485,,NFB-SR,
890,CCTV-N3-S-293.685-M,0000300029320I,,,,,,0,120.49941,23.48051,000030,國道3號,0,0,竹崎交流道,中埔交流道,293K+685,,NFB-SR,
891,CCTV-N3-S-293.885-M,0000300029410I,,,,,,0,120.49987,23.47873,000030,國道3號,0,0,竹崎交流道,中埔交流道,293K+885,,NFB-SR,
892,CCTV-N3-S-296.445-M,,,,,,,0,120.04911,23.045855,,,,,竹崎交流道,中埔交流道,296K+445,,NFB-SR,
893,CCTV-N3-S-297.395-M,0000300029740Q,,,,,,0,120.48701,23.45415,000030,國道3號,0,0,竹崎交流道,中埔交流道,297K+395,,NFB-SR,
894,CCTV-N3-S-304.412-M,,,,,,,0,120.043976,23.040882,,,,,水上系統交流道,白河交流道,304K+412,,NFB-SR,
895,CCTV-N3-S-306.668-M,,,,,,,0,120.04298,23.039148,,,,,水上系統交流道,白河交流道,306K+668,,NFB-SR,
896,CCTV-N3-S-307.6-M,,,,,,,0,120.230545,23.15635,,,,,水上系統交流道,白河交流道,307K+600,,NFB-SR,
897,CCTV-N3-S-309.029-M,,,,,,,0,120.04334,23.037046,,,,,水上系統交流道,白河交流道,309K+029,,NFB-SR,
898,CCTV-N3-S-311.744-M,0000300031160D,,,,,,0,120.439316,23.34979,000030,國道3號,0,0,白河交流道,東山服務區,311K+744,,NFB-SR,
899,CCTV-N3-S-314.466-M,0000300031400D,,,,,,0,120.430046,23.323816,000030,國道3號,0,0,白河交流道,東山服務區,314K+466,,NFB-SR,
900,CCTV-N3-S-318.069-M,,,,,,,0,120.040955,23.030024,,,,,白河交流道,東山服務區,318K+069,,NFB-SR,
901,CCTV-N3-S-318.849-M,,,,,,,0,120.04033,23.02962,,,,,白河交流道,東山服務區,318K+849,,NFB-SR,
902,CCTV-N3-S-319.91-M,0000300031900D,,,,,,0,120.39906,23.291046,000030,國道3號,0,0,東山服務區,柳營交流道,319K+910,,NFB-SR,
903,CCTV-N3-S-323.05-M,,,,,,,0,120.37673,23.26788,,,,,柳營交流道,烏山頭交流道,323K+050,,NFB-SR,
904,CCTV-N3-S-323.374-M,0000300032300D,,,,,,0,120.37708,23.268068,000030,國道3號,0,0,柳營交流道,烏山頭交流道,323K+374,,NFB-SR,
905,CCTV-N3-S-326-M,0000300032600D,,,,,,0,120.36667,23.244333,000030,國道3號,0,0,柳營交流道,烏山頭交流道,326K+000,,NFB-SR,
906,CCTV-N3-S-327.212-M,,,,,,,0,120.036224,23.023434,,,,,柳營交流道,烏山頭交流道,327K+212,,NFB-SR,
907,CCTV-N3-S-328.6-M,0000300032800D,,,,,,0,120.359406,23.222294,000030,國道3號,0,0,柳營交流道,烏山頭交流道,328K+600,,NFB-SR,
908,CCTV-N3-S-329.752-M,0000300032960D,,,,,,0,120.35666,23.215656,000030,國道3號,0,0,烏山頭交流道,官田系統交流道,329K+752,,NFB-SR,
909,CCTV-N3-S-333.424-M,,,,,,,0,120.035484,23.017925,,,,,烏山頭交流道,官田系統交流道,333K+424,,NFB-SR,
910,CCTV-N3-S-334.214-M,,,,,,,0,120.3537,23.172083,,,,,烏山頭交流道,官田系統交流道,334K+214,,NFB-SR,
911,CCTV-N3-S-335.004-M,0000300033500D,,,,,,0,120.35281,23.168709,000030,國道3號,0,0,官田系統交流道,善化交流道,335K+004,,NFB-SR,
912,CCTV-N3-S-337.239-M,,,,,,,0,120.03395,23.014856,,,,,官田系統交流道,善化交流道,337K+239,,NFB-SR,
913,CCTV-N3-S-339.124-M,,,,,,,0,120.03337,23.01329,,,,,官田系統交流道,善化交流道,339K+124,,NFB-SR,
914,CCTV-N3-S-340.089-M,0000300033900D,,,,,,0,120.33284,23.12786,000030,國道3號,0,0,官田系統交流道,善化交流道,340K+089,,NFB-SR,
915,CCTV-N3-S-341.005-M,,,,,,,0,120.032845,23.011665,,,,,善化交流道,新化系統交流道,341K+005,,NFB-SR,
916,CCTV-N3-S-342.14-M,0000300034200D,,,,,,0,120.32753,23.106693,000030,國道3號,0,0,善化交流道,新化系統交流道,342K+140,,NFB-SR,
917,CCTV-N3-S-346.2-M,,,,,,,0,120.32343,23.063837,,,,,善化交流道,新化系統交流道,346K+200,,NFB-SR,
918,CCTV-N3-S-347.065-M,0000300034700D,,,,,,0,120.32502,23.066715,000030,國道3號,0,0,新化系統交流道,新化休息站,347K+065,,NFB-SR,
919,CCTV-N3-S-352.922-M,,,,,,,0,120.032074,23.001274,,,,,新化休息站,關廟交流道,352K+922,,NFB-SR,
920,CCTV-N3-S-353.765-M,0000300035400D,,,,,,0,120.319756,23.005024,000030,國道3號,0,0,新化休息站,關廟交流道,353K+765,,NFB-SR,
921,CCTV-N3-S-355-M,0000300035500D,,,,,,0,120.31976,22.994076,000030,國道3號,0,0,新化休息站,關廟交流道,355K+000,,NFB-SR,
922,CCTV-N3-S-355.93-M,0000300035600D,,,,,,0,120.32023,22.985613,000030,國道3號,0,0,新化休息站,關廟交流道,355K+930,,NFB-SR,
923,CCTV-N3-S-357.025-M,0000300035600D,,,,,,0,120.32203,22.980272,000030,國道3號,0,0,關廟交流道,關廟服務區,357K+025,,NFB-SR,
924,CCTV-N3-S-357.896-M,,,,,,,0,120.03318,22.097227,,,,,關廟交流道,關廟服務區,357K+896,,NFB-SR,
925,CCTV-N3-S-360.17-M,0000300036000D,,,,,,0,120.347565,22.959818,000030,國道3號,0,0,關廟交流道,關廟服務區,360K+170,,NFB-SR,
926,CCTV-N3-S-363.186-M,0000300036300D,,,,,,0,120.35267,22.939423,000030,國道3號,0,0,關廟交流道,關廟服務區,363K+186,,NFB-SR,
927,CCTV-N3-S-363.8-M,,,,,,,0,120.35025,22.930029,,,,,關廟交流道,關廟服務區,363K+800,,NFB-SR,
928,CCTV-N3-S-363.86-M,0000300036400D,,,,,,0,120.35083,22.9295,000030,國道3號,0,0,關廟服務區,田寮交流道,363K+860,,NFB-SR,
929,CCTV-N3-S-364.98-M,0000300036500D,,,,,,0,120.34934,22.919031,000030,國道3號,0,0,關廟服務區,田寮交流道,364K+980,,NFB-SR,
930,CCTV-N3-S-366.23-M,0000300036600D,,,,,,0,120.351105,22.908064,000030,國道3號,0,0,關廟服務區,田寮交流道,366K+230,,NFB-SR,
931,CCTV-N3-S-367.365-M,0000300036700D,,,,,,0,120.35392,22.903011,000030,國道3號,0,0,關廟服務區,田寮交流道,367K+365,,NFB-SR,
932,CCTV-N3-S-368.695-M,,,,,,,0,120.03606,22.088913,,,,,關廟服務區,田寮交流道,368K+695,,NFB-SR,
933,CCTV-N3-S-369.415-M,0000300036900E,,,,,,0,120.36072,22.885998,000030,國道3號,0,0,關廟服務區,田寮交流道,369K+415,,NFB-SR,
934,CCTV-N3-S-370.258-M,0000300037000E,,,,,,0,120.36048,22.878431,000030,國道3號,0,0,田寮交流道,燕巢系統交流道,370K+258,,NFB-SR,
935,CCTV-N3-S-371.475-M,,,,,,,0,120.03671,22.086428,,,,,田寮交流道,燕巢系統交流道,371K+475,,NFB-SR,
936,CCTV-N3-S-374.26-M,0000300037400E,,,,,,0,120.384865,22.845675,000030,國道3號,0,0,田寮交流道,燕巢系統交流道,374K+260,,NFB-SR,
937,CCTV-N3-S-375.15-M,0000300037500E,,,,,,0,120.38594,22.843876,000030,國道3號,0,0,田寮交流道,燕巢系統交流道,375K+150,,NFB-SR,
938,CCTV-N3-S-378.135-M,0000300037800E,,,,,,0,120.415535,22.82595,000030,國道3號,0,0,田寮交流道,燕巢系統交流道,378K+135,,NFB-SR,
939,CCTV-N3-S-378.75-M,0000300037900E,,,,,,0,120.41932,22.821428,000030,國道3號,0,0,田寮交流道,燕巢系統交流道,378K+750,,NFB-SR,
940,CCTV-N3-S-379.005-M,0000300037940E,,,,,,0,120.42057,22.81953,000030,國道3號,0,0,田寮交流道,燕巢系統交流道,379K+005,,NFB-SR,
941,CCTV-N3-S-379.035-M,0000300037940E,,,,,,0,120.420815,22.8192,000030,國道3號,0,0,田寮交流道,燕巢系統交流道,379K+035,,NFB-SR,
942,CCTV-N3-S-379.205-M,0000300037940E,,,,,,0,120.42145,22.818,000030,國道3號,0,0,田寮交流道,燕巢系統交流道,379K+205,,NFB-SR,
943,CCTV-N3-S-379.405-M,0000300037940E,,,,,,0,120.42233,22.81628,000030,國道3號,0,0,田寮交流道,燕巢系統交流道,379K+405,,NFB-SR,
944,CCTV-N3-S-379.605-M,0000300038000E,,,,,,0,120.42301,22.8145,000030,國道3號,0,0,田寮交流道,燕巢系統交流道,379K+605,,NFB-SR,
945,CCTV-N3-S-379.805-M,0000300038000E,,,,,,0,120.42368,22.81296,000030,國道3號,0,0,田寮交流道,燕巢系統交流道,379K+805,,NFB-SR,
946,CCTV-N3-S-380.005-M,0000300038000E,,,,,,0,120.42442,22.81118,000030,國道3號,0,0,田寮交流道,燕巢系統交流道,380K+005,,NFB-SR,
947,CCTV-N3-S-380.205-M,0000300038000E,,,,,,0,120.42495,22.80947,000030,國道3號,0,0,田寮交流道,燕巢系統交流道,380K+205,,NFB-SR,
948,CCTV-N3-S-380.405-M,0000300038000E,,,,,,0,120.42543,22.80776,000030,國道3號,0,0,田寮交流道,燕巢系統交流道,380K+405,,NFB-SR,
949,CCTV-N3-S-382-M,0000300038200E,,,,,,0,120.42594,22.793474,000030,國道3號,0,0,田寮交流道,燕巢系統交流道,382K+000,,NFB-SR,
950,CCTV-N3-S-383.45-M,0000300038370E,,,,,,0,120.4273,22.780678,000030,國道3號,0,0,燕巢系統交流道,九如交流道,383K+450,,NFB-SR,
951,CCTV-N3-S-385.803-M,0000300038500E,,,,,,0,120.43965,22.769772,000030,國道3號,0,0,燕巢系統交流道,九如交流道,385K+803,,NFB-SR,
952,CCTV-N3-S-387.26-M,0000300038750T,,,,,,0,120.45755,22.76233,000030,國道3號,0,0,燕巢系統交流道,九如交流道,387K+260,,NFB-SR,
953,CCTV-N3-S-388.73-M,,,,,,,0,120.427284,22.780676,,,,,燕巢系統交流道,九如交流道,388K+730,,NFB-SR,
954,CCTV-N3-S-393.66-M,0000300039400T,,,,,,0,120.50917,22.73508,000030,國道3號,0,0,九如交流道,屏東交流道,393K+660,,NFB-SR,
955,CCTV-N3-S-395.004-M,0000300039500T,,,,,,0,120.51517,22.73072,000030,國道3號,0,0,九如交流道,屏東交流道,395K+004,,NFB-SR,
956,CCTV-N3-S-396.141-M,0000300039660T,,,,,,0,120.52735,22.71735,000030,國道3號,0,0,九如交流道,屏東交流道,396K+141,,NFB-SR,
957,CCTV-N3-S-397.563-M,,,,,,,0,120.053444,22.070936,,,,,屏東交流道,長治交流道,397K+563,,NFB-SR,
958,CCTV-N3-S-398.838-M,,,,,,,0,120.05446,22.070246,,,,,屏東交流道,長治交流道,398K+838,,NFB-SR,
959,CCTV-N3-S-400.163-M,,,,,,,0,120.550896,22.698889,,,,,屏東交流道,長治交流道,400K+163,,NFB-SR,
960,CCTV-N3-S-405.836-M,0000300040500T,,,,,,0,120.54994,22.655668,000030,國道3號,0,0,長治交流道,麟洛交流道,405K+836,,NFB-SR,
961,CCTV-N3-S-407.286-M,,,,,,,0,120.05256,22.059532,,,,,長治交流道,麟洛交流道,407K+286,,NFB-SR,
962,CCTV-N3-S-412.52-M,0000300041300T,,,,,,0,120.52558,22.5954,000030,國道3號,0,0,麟洛交流道,竹田系統交流道,412K+520,,NFB-SR,
963,CCTV-N3-S-413.747-M,,,,,,,0,120.05248,22.058443,,,,,麟洛交流道,竹田系統交流道,413K+747,,NFB-SR,
964,CCTV-N3-S-414.971-M,0000300041400T,,,,,,0,120.52642,22.578869,000030,國道3號,0,0,麟洛交流道,竹田系統交流道,414K+971,,NFB-SR,
965,CCTV-N3-S-415.552-M,0000300041510T,,,,,,0,120.52776,22.57379,000030,國道3號,0,0,竹田系統交流道,崁頂交流道,415K+552,,NFB-SR,
966,CCTV-N3-S-418.008-M,0000300041800T,,,,,,0,120.52224,22.552849,000030,國道3號,0,0,竹田系統交流道,崁頂交流道,418K+008,,NFB-SR,
967,CCTV-N3-S-419.457-M,,,,,,,0,120.05189,22.053469,,,,,竹田系統交流道,崁頂交流道,419K+457,,NFB-SR,
968,CCTV-N3-S-420.001-M,0000300042000T,,,,,,0,120.519966,22.529976,000030,國道3號,0,0,竹田系統交流道,崁頂交流道,420K+001,,NFB-SR,
969,CCTV-N3-S-420.92-M,0000300042100T,,,,,,0,120.52277,22.521944,000030,國道3號,0,0,竹田系統交流道,崁頂交流道,420K+920,,NFB-SR,
970,CCTV-N3-S-422.703-M,0000300042200T,,,,,,0,120.52483,22.511915,000030,國道3號,0,0,崁頂交流道,南州交流道,422K+703,,NFB-SR,
971,CCTV-N3-S-428.952-M,0000300042900T,,,,,,0,120.51711,22.454641,000030,國道3號,0,0,南州交流道,林邊交流道,428K+952,,NFB-SR,
972,CCTV-N3-S-430.396-M,0000300043000T,,,,,,0,120.511696,22.450096,000030,國道3號,0,0,南州交流道,林邊交流道,430K+396,,NFB-SR,
973,CCTV-N3-S-430.52-M,,,,,,,0,120.50482,22.446426,,,,,林邊交流道,大鵬灣端,430K+520,,NFB-SR,
974,CCTV-N3-N-0-M,0000300100000C,,,,,,0,121.71578,25.140242,000030,國道3號,0,1,瑪東系統交流道,基金交流道,0K+000,,NFB-NR,
975,CCTV-N3-N-0.2-M,0000300100000C,,,,,,0,121.713165,25.13878,000030,國道3號,0,1,瑪東系統交流道,基金交流道,0K+200,,NFB-NR,
976,CCTV-N3-N-0.916-M,0000300100080C,,,,,,0,121.70731,25.136381,000030,國道3號,0,1,瑪東系統交流道,基金交流道,0K+916,,NFB-NR,
977,CCTV-N3-N-0.96-M,0000300100080C,,,,,,0,121.70803,25.136429,000030,國道3號,0,1,瑪東系統交流道,基金交流道,0K+960,,NFB-NR,
978,CCTV-N3-N-1.087-M,0000300100100C,,,,,,0,121.706154,25.13588,000030,國道3號,0,1,瑪東系統交流道,基金交流道,1K+087,,NFB-NR,
979,CCTV-N3-N-1.181-M,0000300100100C,,,,,,0,121.70507,25.135483,000030,國道3號,0,1,瑪東系統交流道,基金交流道,1K+181,,NFB-NR,
980,CCTV-N3-N-1.291-M,0000300100100C,,,,,,0,121.70412,25.135077,000030,國道3號,0,1,瑪東系統交流道,基金交流道,1K+291,,NFB-NR,
981,CCTV-N3-N-1.4-M,0000300100100C,,,,,,0,121.70242,25.13308,000030,國道3號,0,1,瑪東系統交流道,基金交流道,1K+400,,NFB-NR,
982,CCTV-N3-N-1.491-M,0000300100100C,,,,,,0,121.70252,25.134129,000030,國道3號,0,1,瑪東系統交流道,基金交流道,1K+491,,NFB-NR,
983,CCTV-N3-N-1.58-M,,,,,,,0,121.698265,25.12829,,,,,瑪東系統交流道,基金交流道,1K+580,,NFB-NR,
984,CCTV-N3-N-1.679-M,0000300100100C,,,,,,0,121.701195,25.133017,000030,國道3號,0,1,瑪東系統交流道,基金交流道,1K+679,,NFB-NR,
985,CCTV-N3-N-1.88-M,0000300100100C,,,,,,0,121.699104,25.130274,000030,國道3號,0,1,瑪東系統交流道,基金交流道,1K+880,,NFB-NR,
986,CCTV-N3-N-1.901-M,0000300100100C,,,,,,0,121.69976,25.131376,000030,國道3號,0,1,瑪東系統交流道,基金交流道,1K+901,,NFB-NR,
987,CCTV-N3-N-2.024-M,0000300100100C,,,,,,0,121.699135,25.130383,000030,國道3號,0,1,瑪東系統交流道,基金交流道,2K+024,,NFB-NR,
988,CCTV-N3-N-3.3-M,0000300100330C,,,,,,0,121.69513,25.119007,000030,國道3號,0,1,汐止系統交流道,瑪東系統交流道,3K+300,,NFB-NR,
989,CCTV-N3-N-5.8-M,0000300100570C,,,,,,0,121.6785,25.101458,000030,國道3號,0,1,汐止系統交流道,瑪東系統交流道,5K+800,,NFB-NR,
990,CCTV-N3-N-5.98-M,0000300100570C,,,,,,0,121.6785,25.101458,000030,國道3號,0,1,汐止系統交流道,瑪東系統交流道,5K+980,,NFB-NR,
991,CCTV-N3-N-6.12-M,0000300100600C,,,,,,0,121.677124,25.100147,000030,國道3號,0,1,汐止系統交流道,瑪東系統交流道,6K+120,,NFB-NR,
992,CCTV-N3-N-6.15-M,0000300100570C,,,,,,0,121.6785,25.101458,000030,國道3號,0,1,汐止系統交流道,瑪東系統交流道,6K+150,,NFB-NR,
993,CCTV-N3-N-8.19-M,0000300100820F,,,,,,0,121.657074,25.090652,000030,國道3號,0,1,汐止系統交流道,瑪東系統交流道,8K+190,,NFB-NR,
994,CCTV-N3-N-8.41-M,,,,,,,0,121.63961,25.085917,,,,,汐止系統交流道,瑪東系統交流道,8K+410,,NFB-NR,
995,CCTV-N3-N-8.59-M,0000300100820F,,,,,,0,121.654755,25.090261,000030,國道3號,0,1,汐止系統交流道,瑪東系統交流道,8K+590,,NFB-NR,
996,CCTV-N3-N-8.595-M,0000300100820F,,,,,,0,121.654755,25.090261,000030,國道3號,0,1,汐止系統交流道,瑪東系統交流道,8K+595,,NFB-NR,
997,CCTV-N3-N-11-M,0000300101100F,,,,,,0,121.64528,25.071388,000030,國道3號,0,1,新台五路交流道,汐止系統交流道,11K+000,,NFB-NR,
998,CCTV-N3-N-11.71-M,0000300101150F,,,,,,0,121.64333,25.065277,000030,國道3號,0,1,新台五路交流道,汐止系統交流道,11K+710,,NFB-NR,
999,CCTV-N3-N-12.864-M,0000300101230F,,,,,,0,121.63836,25.05611,000030,國道3號,0,1,南港交流道,新台五路交流道,12K+864,,NFB-NR,
1000,CCTV-N3-N-15.41-M,0000300101510F,,,,,,0,121.62361,25.039444,000030,國道3號,0,1,南港系統交流道,南港交流道,15K+410,,NFB-NR,
1001,CCTV-N3-N-15.9-M,,,,,,,0,121.621574,25.035503,,,,,南港系統交流道,南港交流道,15K+900,,NFB-NR,
1002,CCTV-N3-N-16.35-M,0000300101610A,,,,,,0,121.61727,25.03351,000030,國道3號,0,1,南深路交流道,南港系統交流道,16K+350,,NFB-NR,
1003,CCTV-N3-N-17.09-M,0000300101700A,,,,,,0,121.6111,25.030098,000030,國道3號,0,1,木柵交流道,南深路交流道,17K+090,,NFB-NR,
1004,CCTV-N3-N-18.024-M,0000300101800A,,,,,,0,121.60291,25.02424,000030,國道3號,0,1,木柵交流道,南深路交流道,18K+024,,NFB-NR,
1005,CCTV-N3-N-18.295-M,0000300101820A,,,,,,0,121.602165,25.02359,000030,國道3號,0,1,木柵交流道,南深路交流道,18K+295,,NFB-NR,
1006,CCTV-N3-N-18.45-M,0000300101820A,,,,,,0,121.601395,25.02275,000030,國道3號,0,1,木柵交流道,南深路交流道,18K+450,,NFB-NR,
1007,CCTV-N3-N-18.487-M,0000300101820A,,,,,,0,121.601395,25.022667,000030,國道3號,0,1,木柵交流道,南深路交流道,18K+487,,NFB-NR,
1008,CCTV-N3-N-18.65-M,0000300101820A,,,,,,0,121.60082,25.021715,000030,國道3號,0,1,木柵交流道,南深路交流道,18K+650,,NFB-NR,
1009,CCTV-N3-N-18.686-M,0000300101820A,,,,,,0,121.60068,25.021584,000030,國道3號,0,1,木柵交流道,南深路交流道,18K+686,,NFB-NR,
1010,CCTV-N3-N-18.82-M,0000300101820A,,,,,,0,121.601395,25.02275,000030,國道3號,0,1,木柵交流道,南深路交流道,18K+820,,NFB-NR,
1011,CCTV-N3-N-18.891-M,0000300101820A,,,,,,0,121.59978,25.01989,000030,國道3號,0,1,木柵交流道,南深路交流道,18K+891,,NFB-NR,
1012,CCTV-N3-N-19.05-M,0000300101820A,,,,,,0,121.59936,25.019053,000030,國道3號,0,1,木柵交流道,南深路交流道,19K+050,,NFB-NR,
1013,CCTV-N3-N-19.1-M,0000300101820A,,,,,,0,121.601395,25.022753,000030,國道3號,0,1,木柵交流道,南深路交流道,19K+100,,NFB-NR,
1014,CCTV-N3-N-19.25-M,0000300101820A,,,,,,0,121.598656,25.01709,000030,國道3號,0,1,木柵交流道,南深路交流道,19K+250,,NFB-NR,
1015,CCTV-N3-N-19.34-M,0000300101990F,,,,,,0,121.59658,25.008806,000030,國道3號,0,1,木柵交流道,南深路交流道,19K+340,,NFB-NR,
1016,CCTV-N3-N-19.457-M,0000300101900A,,,,,,0,121.598145,25.015146,000030,國道3號,0,1,木柵交流道,南深路交流道,19K+457,,NFB-NR,
1017,CCTV-N3-N-19.6-M,,,,,,,0,121.60241,25.023994,,,,,木柵交流道,南深路交流道,19K+600,,NFB-NR,
1018,CCTV-N3-N-19.645-M,0000300101930F,,,,,,0,121.5978,25.013704,000030,國道3號,0,1,木柵交流道,南深路交流道,19K+645,,NFB-NR,
1019,CCTV-N3-N-19.734-M,0000300101930F,,,,,,0,121.59777,25.013447,000030,國道3號,0,1,木柵交流道,南深路交流道,19K+734,,NFB-NR,
1020,CCTV-N3-N-19.845-M,0000300101930F,,,,,,0,121.59734,25.011665,000030,國道3號,0,1,木柵交流道,南深路交流道,19K+845,,NFB-NR,
1021,CCTV-N3-N-19.85-M,,,,,,,0,121.60241,25.023994,,,,,木柵交流道,南深路交流道,19K+850,,NFB-NR,
1022,CCTV-N3-N-20.42-M,,,,,,,0,121.59589,25.00477,,,,,木柵交流道,南深路交流道,20K+420,,NFB-NR,
1023,CCTV-N3-N-21.69-M,0000300102160A,,,,,,0,121.59322,24.99362,000030,國道3號,0,1,木柵休息站,木柵交流道,21K+690,,NFB-NR,
1024,CCTV-N3-N-21.95-M,0000300102190A,,,,,,0,121.592926,24.991873,000030,國道3號,0,1,木柵休息站,木柵交流道,21K+950,,NFB-NR,
1025,CCTV-N3-N-22-M,,,,,,,0,121.58869,24.986683,,,,,木柵休息站,木柵交流道,22K+000,,NFB-NR,
1026,CCTV-N3-N-22.1-M,0000300102200A,,,,,,0,121.59231,24.98975,000030,國道3號,0,1,木柵休息站,木柵交流道,22K+100,,NFB-NR,
1027,CCTV-N3-N-22.22-M,0000300102200A,,,,,,0,121.59213,24.988993,000030,國道3號,0,1,木柵休息站,木柵交流道,22K+220,,NFB-NR,
1028,CCTV-N3-N-22.263-M,0000300102200A,,,,,,0,121.59203,24.98881,000030,國道3號,0,1,木柵休息站,木柵交流道,22K+263,,NFB-NR,
